,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3,Employee_type_A,Employee_type_B
1285,4,2.42,3,2.42,1.5,1,39,1,1,4,3.05,5.0,5,3,3,2,0,0,80.74666666666667,84.45,0.0,3,2,0,1,0
1286,4,2.08,3,2.08,0.25,1,36,1,1,4,2.91,6.0,6,4,3,1,6,0,64.20666666666666,59.03,0.0,1,1,1,1,0
1287,4,8.0,4,3.5,0.5,0,42,1,2,4,3.23,17.0,19,7,10,1,0,1,109.42,117.0,3.0,3,4,1,1,0
1288,4,1.83,3,1.83,0.5,1,33,1,1,3,2.77,4.0,4,3,4,0,1,4,55.02333333333333,68.28,0.0,2,1,1,0,1
1289,4,2.42,3,2.42,0.5,1,34,1,0,4,2.93,5.0,5,3,3,0,3,0,99.37666666666668,105.09,3.0,2,2,0,1,0
1290,4,1.83,3,1.83,1.5,0,31,1,1,4,3.38,4.0,4,2,2,0,2,0,74.72666666666667,78.9,0.0,2,1,0,0,1
1291,4,1.5,3,1.5,1.5,1,34,1,1,4,3.09,5.0,5,5,3,0,6,0,45.79333333333333,39.55,0.0,3,1,0,0,1
1292,4,1.42,3,1.42,1.5,1,35,0,0,4,3.18,3.0,3,2,3,1,2,0,65.37333333333332,74.96,0.0,1,2,1,1,0
1293,4,1.92,3,1.92,2.5,1,37,1,1,4,2.61,7.0,7,4,2,3,0,1,62.49,65.38,0.0,2,1,1,1,0
1294,4,5.17,4,2.0,0.5,1,40,1,1,4,2.89,13.0,14,9,9,3,3,0,81.73,85.15,1.0,2,1,1,1,0
1295,4,2.08,3,2.08,0.5,1,33,1,1,4,3.08,4.0,4,2,2,2,7,0,72.04,73.61,0.0,3,1,1,1,0
1296,4,1.25,3,1.25,2.5,1,29,0,0,4,3.01,3.0,3,2,2,2,0,0,44.72,52.86,0.0,1,1,1,0,1
1297,4,1.33,3,1.33,0.5,1,30,1,1,4,3.14,3.0,3,2,3,0,0,0,63.03,63.03,0.0,1,1,1,0,1
1298,4,1.83,3,1.83,2.5,1,29,0,0,4,3.1,4.0,4,2,3,0,4,0,43.2,47.68,0.0,2,1,1,1,0
1299,4,1.83,3,1.83,2.5,1,33,1,1,4,2.81,6.0,6,2,4,0,9,4,71.80666666666667,93.01,1.0,3,2,1,0,1
1300,4,2.75,4,0.5,1.5,1,35,1,0,4,0.0,6.0,6,3,4,9,4,0,96.31,100.89,3.0,3,2,0,1,0
1301,4,1.83,3,1.83,0.5,1,37,1,3,4,2.75,7.0,7,6,4,1,4,1,86.03333333333335,69.58,2.0,1,1,1,1,0
1302,4,2.5,4,0.5,0.5,1,34,0,0,3,0.0,6.0,6,3,3,8,4,0,68.52,67.59,0.0,2,1,0,1,0
1303,4,1.58,3,1.58,1.5,1,33,1,2,4,3.07,5.0,5,3,3,1,6,1,77.97000000000001,84.37,0.0,3,1,0,1,0
1304,4,8.0,4,2.5,2.08,1,50,1,3,3,0.0,23.0,23,11,8,1,8,1,96.37666666666668,68.41,2.0,1,3,1,1,0
1305,4,8.0,4,3.5,0.5,0,46,1,2,3,3.3,23.0,23,8,8,0,5,1,89.43333333333334,95.17,3.0,2,2,1,1,0
1306,5,8.0,6,5.5,0.17,1,44,1,2,3,3.2,17.0,19,9,9,1,0,0,47.69,51.5,0.0,2,1,1,1,0
1307,5,8.0,6,5.5,0.5,1,52,1,2,1,6.6,30.0,30,9,8,5,4,0,39.73333333333333,43.58,0.0,2,1,0,1,0
1308,4,1.42,3,1.42,2.33,0,33,1,0,4,3.42,5.0,5,3,3,0,5,0,58.50666666666666,67.12,0.0,3,1,1,0,0
1309,4,2.75,3,2.75,1.5,1,34,1,0,3,3.07,6.0,6,4,2,0,5,0,68.27333333333333,69.79,0.0,2,1,1,0,1
1310,4,1.25,3,1.25,0.5,1,31,1,1,4,0.0,3.0,3,2,2,0,2,0,53.38666666666666,55.69,0.0,2,1,1,1,0
1311,4,1.5,3,1.5,1.5,0,30,1,1,4,3.52,5.0,5,3,2,0,4,1,56.34,67.95,0.0,2,1,0,0,1
1312,4,1.17,3,1.17,1.25,0,33,0,0,4,3.13,3.0,3,3,2,0,5,4,13.545,14.02,0.0,1,1,1,0,1
1313,4,1.83,3,1.83,1.42,0,32,1,1,4,3.07,6.0,6,4,3,4,8,0,83.97,85.63,2.0,3,1,0,0,1
1314,4,5.25,4,2.0,1.25,1,40,1,2,4,2.83,12.0,13,9,12,1,5,8,89.71,106.49,2.0,2,3,1,1,0
1315,4,1.83,3,1.83,2.67,1,31,1,1,4,3.48,3.0,3,1,2,0,3,0,67.91000000000001,73.2,0.0,2,1,1,0,1
1316,4,1.67,3,1.67,1.33,1,32,1,1,4,0.0,3.0,3,3,4,0,0,0,50.16,50.16,0.0,2,1,1,1,0
1317,4,1.42,3,1.42,0.5,1,36,1,2,4,3.05,3.0,3,2,3,0,9,0,79.90333333333331,85.88,1.0,2,3,0,1,0
1318,4,2.42,3,2.42,0.5,1,35,1,1,4,3.18,6.0,6,3,3,0,4,0,85.58999999999997,92.54,1.0,2,2,1,1,0
1319,5,8.0,6,5.0,0.42,1,51,1,2,5,3.37,24.0,24,11,5,3,1,0,91.69333333333331,83.07,2.0,2,1,1,1,0
1320,4,1.17,3,1.17,0.5,0,30,1,1,4,0.0,2.0,2,2,2,0,3,0,38.76,64.52,0.0,3,1,1,0,1
1321,4,2.67,3,2.67,0.5,1,32,1,1,3,3.31,5.0,5,3,4,0,3,0,68.19,65.52,0.0,3,1,1,1,0
1322,4,1.75,3,1.75,3.58,1,31,1,1,4,3.31,4.0,4,1,3,0,9,0,76.73666666666666,73.16,0.0,1,2,1,1,0
1323,4,1.92,3,1.92,1.42,1,34,1,1,4,0.0,6.0,6,5,4,2,2,0,108.49666666666668,113.16,3.0,3,3,1,1,0
1324,4,1.92,3,1.92,2.0,1,33,1,0,4,2.92,3.0,3,4,4,1,2,0,40.156666666666666,31.33,0.0,1,1,1,1,0
1325,4,1.75,3,1.75,0.42,0,30,1,1,4,3.61,3.0,3,3,4,3,2,0,82.36333333333334,81.8,1.0,1,2,1,1,0
1326,4,1.75,3,1.75,1.75,1,37,1,1,4,3.27,5.0,5,3,3,0,1,0,85.70333333333333,90.63,2.0,2,2,1,1,0
1327,4,1.67,3,1.67,1.5,1,31,0,0,4,3.18,3.0,3,2,3,0,0,0,36.73333333333333,51.26,0.0,1,1,1,0,0
1328,4,1.58,3,1.58,1.5,1,31,0,0,4,3.79,3.0,3,2,2,0,4,2,91.03000000000002,98.54,2.0,3,3,0,1,0
1329,4,1.83,3,1.83,1.5,1,31,0,0,4,3.16,3.0,3,2,3,0,6,0,55.62666666666666,62.34,0.0,3,1,1,1,0
1330,4,2.17,3,2.17,1.5,1,34,1,1,4,0.0,6.0,6,4,3,5,3,0,85.33666666666666,89.25,1.0,2,1,0,1,0
1331,4,1.5,3,1.5,0.5,0,35,1,2,3,3.85,6.0,6,5,4,17,4,3,92.05666666666669,98.2,2.0,2,2,0,0,1
1332,4,1.58,3,1.58,2.5,0,36,1,1,3,3.04,5.0,5,3,2,0,5,1,52.64666666666667,57.45,0.0,2,1,0,0,1
1333,4,1.83,3,1.83,3.5,1,31,1,1,4,2.93,4.0,4,2,3,0,8,2,57.35999999999999,66.82,0.0,2,1,1,1,0
1334,4,1.92,3,1.92,1.5,1,33,1,2,3,2.89,6.0,6,3,4,0,4,0,69.25666666666667,80.62,0.0,2,1,1,1,0
1335,4,2.42,3,2.42,0.5,0,34,1,1,4,3.07,5.0,5,3,3,0,5,3,74.30333333333334,76.56,0.0,2,1,1,0,1
1336,4,5.5,4,1.5,0.5,0,38,1,2,4,3.44,13.0,14,10,4,0,3,3,75.46333333333331,95.66,1.0,2,1,1,1,0
1337,4,1.75,3,1.75,0.75,1,36,1,1,3,0.0,7.0,7,4,2,1,0,0,97.69666666666667,99.05,3.0,2,4,0,1,0
1338,4,2.67,3,2.67,1.5,0,36,1,1,4,3.48,6.0,6,5,4,1,8,1,51.10666666666666,63.08,0.0,3,1,0,0,1
1339,4,1.83,3,1.83,2.5,1,30,1,1,4,3.26,6.0,6,4,4,1,3,2,56.00333333333333,57.36,0.0,4,1,0,1,0
1340,4,1.33,3,1.33,0.5,0,29,1,1,4,3.05,2.0,2,2,2,0,0,5,24.92333333333333,47.61,0.0,2,1,1,0,1
1341,4,1.67,3,1.67,2.42,1,30,1,1,4,3.51,4.0,4,2,2,0,3,2,42.49666666666667,49.68,0.0,2,1,1,0,1
1342,4,1.92,3,1.92,2.5,0,32,1,2,4,0.0,3.0,3,2,2,5,4,0,51.09333333333333,54.85,0.0,2,1,1,0,1
1343,4,1.58,3,1.58,1.5,1,33,1,1,4,3.94,6.0,6,4,3,1,3,0,91.14333333333332,96.69,3.0,4,2,0,1,0
1344,4,1.33,3,1.33,0.5,1,34,1,1,3,2.71,6.0,6,3,5,2,0,0,54.58000000000001,56.83,0.0,3,1,0,1,0
1345,4,1.83,3,1.83,0.5,1,34,1,0,4,0.0,4.0,4,3,3,0,6,2,72.82,79.87,0.0,2,1,1,0,1
1346,4,6.83,4,5.5,4.5,0,49,1,2,4,3.7,23.0,23,6,9,0,4,0,82.44666666666666,92.63,1.0,2,1,1,1,0
1347,4,1.92,3,1.92,0.5,0,34,1,1,3,3.33,6.0,6,3,4,0,8,2,81.44,84.91,0.0,4,1,0,0,0
1348,4,1.83,3,1.83,2.5,1,33,1,2,4,3.0,5.0,5,2,3,0,3,0,63.12333333333334,84.18,0.0,2,3,1,1,0
1349,5,0.08,5,0.08,0.42,0,41,1,3,4,2.96,15.0,15,11,7,0,7,0,62.09666666666667,39.42,1.0,1,1,1,1,0
1350,4,1.5,3,1.5,2.25,1,30,0,0,4,3.08,2.0,2,1,2,0,5,0,13.105,13.13,0.0,1,1,1,0,1
1351,4,2.5,4,0.0,3.25,1,38,1,2,4,0.0,7.0,7,5,7,3,3,3,121.82,123.48,3.0,3,4,1,1,0
1352,4,2.08,3,2.08,2.5,1,35,1,0,4,3.06,6.0,6,4,3,1,11,9,60.52666666666667,61.76,0.0,3,1,0,1,0
1353,4,5.5,4,2.5,2.5,1,37,1,2,4,3.42,12.0,13,8,9,7,2,0,61.79,75.3,0.0,2,2,0,1,0
1354,4,2.67,3,2.67,1.5,1,33,1,1,4,3.37,6.0,6,3,3,2,1,0,111.17666666666668,111.26,3.0,3,3,1,1,0
1355,4,7.17,4,3.5,1.5,1,33,1,1,3,3.23,7.0,7,3,2,0,0,1,40.89666666666667,41.55,0.0,2,1,1,1,0
1356,4,1.92,3,1.92,0.5,1,31,1,1,4,3.04,5.0,5,3,3,0,2,0,105.30333333333333,109.56,3.0,3,2,1,1,0
1357,4,1.75,3,1.75,0.5,0,33,1,1,3,3.21,5.0,5,3,3,0,3,3,78.8,91.55,1.0,2,1,1,1,0
1358,4,1.92,3,1.92,0.17,0,36,1,1,4,3.05,5.0,5,5,3,0,5,2,43.68666666666667,49.39,0.0,2,1,0,1,0
1359,4,1.58,3,1.58,1.5,0,29,0,0,4,3.61,4.0,4,3,3,0,5,0,67.58999999999999,76.21,0.0,3,1,0,1,0
1360,4,1.83,3,1.83,3.25,0,34,1,2,4,3.1,7.0,7,5,3,1,6,0,59.37,67.35,0.0,2,1,1,1,0
1361,4,5.25,4,1.0,1.5,0,39,1,0,4,3.41,13.0,14,5,9,1,0,1,107.13666666666666,110.68,3.0,2,4,0,1,0
1362,4,1.58,3,1.58,2.33,0,31,0,0,4,2.87,2.0,2,1,3,0,6,0,64.67,64.67,0.0,2,1,1,0,1
1363,4,1.58,3,1.58,1.25,1,33,1,1,4,3.14,4.0,4,3,5,0,3,0,107.73666666666666,115.2,3.0,4,3,1,0,0
1364,4,1.75,3,1.75,0.5,0,32,1,2,3,3.14,3.0,3,2,2,0,4,0,46.38666666666666,110.75,1.0,3,3,1,0,1
1365,4,1.17,3,1.17,2.5,1,30,1,0,3,3.46,6.0,6,2,2,0,2,0,47.90000000000001,52.06,0.0,2,1,1,1,0
1366,4,1.92,3,1.92,0.5,1,33,0,0,4,3.15,5.0,5,3,2,1,2,0,79.57666666666667,84.47,0.0,2,2,0,1,0
1367,4,1.5,3,1.5,1.5,1,32,1,2,4,3.2,4.0,4,2,2,0,1,0,58.35999999999999,63.18,0.0,2,1,0,0,1
1368,4,1.92,3,1.92,0.5,1,32,1,1,4,3.47,5.0,5,4,4,0,2,0,89.96999999999998,92.63,3.0,3,3,1,1,0
1369,4,1.17,3,1.17,1.5,1,34,1,1,4,3.36,4.0,4,2,2,0,5,0,89.05666666666669,89.17,3.0,2,2,1,0,1
1370,4,1.5,3,1.5,2.42,1,35,1,0,3,2.82,2.0,2,1,2,0,5,0,22.52,30.92,0.0,1,1,1,0,1
1371,4,1.33,3,1.33,1.5,0,33,1,1,4,3.27,6.0,6,5,4,2,5,0,48.78666666666667,54.24,0.0,1,1,1,0,0
1372,4,2.75,3,2.75,1.5,0,34,1,0,4,3.37,5.0,5,3,3,0,0,5,76.77333333333333,55.22,1.0,1,1,1,1,0
1373,4,1.92,3,1.92,0.5,0,31,1,1,4,0.0,5.0,5,4,2,0,3,0,50.74666666666667,54.68,0.0,2,1,0,1,0
1374,4,1.67,3,1.67,2.5,1,32,1,0,4,3.49,4.0,4,2,2,0,7,1,60.99333333333334,77.12,0.0,2,1,1,1,0
1375,4,1.25,3,1.25,0.5,1,33,1,1,4,0.0,5.0,5,3,2,0,4,0,71.75666666666666,71.62,0.0,3,1,0,0,1
1376,4,1.92,3,1.92,1.5,0,31,1,2,4,3.15,5.0,5,5,6,0,5,8,35.20333333333333,65.52,0.0,3,2,0,0,1
1377,4,1.58,3,1.58,0.5,1,35,1,2,4,3.19,6.0,6,5,5,2,5,0,71.55,73.17,0.0,2,1,1,1,0
1378,4,2.42,3,2.42,1.5,0,34,1,0,4,3.46,6.0,6,4,3,0,1,1,99.76,98.06,3.0,2,2,1,0,0
1379,4,1.33,3,1.33,1.5,1,30,1,2,4,3.31,4.0,4,2,2,0,3,0,47.17,52.43,0.0,1,1,1,0,1
1380,4,1.17,3,1.17,0.83,1,31,0,0,4,3.27,4.0,4,4,4,0,2,1,38.08,50.72,0.0,3,2,0,1,0
1381,5,0.75,5,0.75,2.5,0,38,1,2,3,3.15,15.0,15,7,6,6,5,0,52.75666666666667,53.79,0.0,1,1,1,1,0
1382,4,1.75,3,1.75,2.5,1,31,1,0,4,3.42,5.0,5,3,2,10,4,0,47.20333333333334,48.65,0.0,2,1,0,1,0
1383,4,1.25,3,1.25,0.5,1,31,1,0,3,3.4,6.0,6,4,4,0,2,0,58.64666666666667,64.55,0.0,2,1,0,1,0
1384,4,1.42,3,1.42,0.5,1,31,1,1,3,3.91,4.0,4,3,2,0,8,0,42.123333333333335,38.09,0.0,1,1,0,0,1
1385,4,1.58,3,1.58,1.5,1,36,1,3,4,3.2,7.0,7,4,3,4,3,3,62.46,63.7,0.0,2,1,0,1,0
1386,4,1.67,3,1.67,1.5,1,35,1,0,4,3.19,4.0,4,2,2,0,6,0,53.58666666666666,54.41,0.0,2,1,0,1,0
1387,4,2.0,3,2.0,0.5,1,30,1,0,4,3.56,5.0,5,3,2,0,3,1,51.06,59.03,0.0,2,1,0,0,1
1388,5,1.92,5,1.92,2.5,1,38,1,2,4,2.83,12.0,13,8,7,0,3,0,68.76333333333334,64.39,0.0,2,1,0,1,0
1389,4,1.83,3,1.83,0.5,1,34,1,2,4,0.0,6.0,6,4,4,1,2,0,58.06666666666666,60.43,0.0,2,1,0,1,0
1390,4,1.83,3,1.83,2.17,1,34,1,0,4,3.2,6.0,6,4,2,0,0,1,54.50666666666666,50.67,0.0,2,1,1,1,0
1391,4,1.25,3,1.25,2.08,1,31,1,0,4,2.91,5.0,5,5,3,0,2,0,37.77,76.74,0.0,2,2,1,0,1
1392,4,1.25,3,1.25,0.17,1,29,1,0,4,0.0,2.0,2,3,3,0,3,0,13.11,13.11,0.0,1,1,1,1,0
1393,4,2.83,3,2.83,2.42,1,33,1,1,4,2.85,5.0,5,2,2,3,3,0,67.08999999999999,72.63,0.0,2,2,0,1,0
1394,4,2.0,3,2.0,2.5,1,32,1,1,4,3.51,5.0,5,3,2,0,3,0,69.56,74.07,0.0,2,1,1,1,0
1395,4,8.0,4,2.0,1.5,1,41,1,2,4,3.06,15.0,15,11,6,9,2,3,76.35666666666667,76.68,0.0,2,1,1,1,0
1396,4,1.83,3,1.83,2.5,1,27,1,0,3,3.61,3.0,3,2,2,2,2,0,82.91000000000003,95.34,1.0,3,2,1,1,0
1397,4,1.83,3,1.83,0.5,1,33,1,0,3,3.16,3.0,3,2,2,0,0,0,81.61,80.13,0.0,2,2,0,1,0
1398,4,1.75,3,1.75,2.42,1,35,1,1,4,2.74,6.0,6,3,4,6,8,1,56.77,56.62,0.0,2,1,1,1,0
1399,4,1.75,3,1.75,0.17,1,33,1,2,4,3.21,3.0,3,2,3,0,3,0,24.85,43.22,0.0,1,0,1,1,0
1400,4,2.17,3,2.17,0.5,1,36,1,0,4,3.08,5.0,5,4,4,0,0,0,63.45666666666667,67.97,0.0,2,1,1,1,0
1401,4,2.0,3,2.0,1.42,1,34,1,0,4,3.0,6.0,6,4,3,2,0,0,70.73333333333333,77.42,0.0,2,1,0,1,0
1402,4,1.83,3,1.83,0.5,1,29,1,1,4,3.0,2.0,2,2,3,0,5,0,20.02,25.99,0.0,1,1,1,1,0
1403,4,1.58,3,1.58,2.33,1,31,1,0,4,3.15,2.0,2,1,2,0,7,0,51.61000000000001,57.78,0.0,1,1,1,0,1
1404,5,0.08,5,0.08,0.5,1,38,1,1,4,3.18,12.0,13,12,7,0,0,0,96.6,116.73,2.0,2,4,1,1,0
1405,4,1.42,3,1.42,1.25,0,30,1,0,4,3.49,4.0,4,4,4,0,3,4,67.86333333333334,72.61,0.0,2,1,0,0,1
1406,4,1.42,3,1.42,2.42,1,36,1,2,4,0.0,4.0,4,2,3,0,3,0,53.55666666666667,59.81,0.0,2,1,1,1,0
1407,4,1.83,3,1.83,2.25,1,32,1,1,4,0.0,4.0,4,2,2,5,0,0,116.74666666666668,124.81,3.0,4,4,1,1,0
1408,4,1.92,3,1.92,0.5,0,34,1,2,4,2.5,6.0,6,4,5,1,10,6,55.00333333333333,44.2,0.0,1,1,1,0,1
1409,4,1.92,3,1.92,1.17,1,34,0,0,4,0.0,3.0,3,2,3,0,0,1,73.43666666666667,74.08,0.0,2,1,1,1,0
1410,4,1.33,3,1.33,0.5,0,35,1,0,4,3.24,7.0,7,3,2,1,1,0,71.84333333333333,61.92,1.0,2,1,0,1,0
1411,4,2.42,3,2.42,0.5,1,37,1,3,3,2.99,6.0,6,3,3,5,6,0,100.71,102.02,3.0,2,3,0,1,0
1412,4,1.67,3,1.67,2.42,1,34,1,1,4,3.21,3.0,3,2,2,1,0,0,46.90333333333334,47.39,0.0,1,1,1,1,0
1413,4,1.17,3,1.17,0.5,1,29,0,0,3,0.0,3.0,3,2,4,0,6,0,26.605,40.04,0.0,1,1,1,1,0
1414,4,2.42,3,2.42,3.83,0,35,1,0,4,2.84,6.0,6,4,4,0,13,0,84.58666666666666,88.84,1.0,3,4,0,0,0
1415,4,1.42,3,1.42,0.5,1,30,1,0,4,3.46,4.0,4,3,4,0,5,7,69.35666666666667,75.45,0.0,2,1,1,1,0
1416,4,1.83,3,1.83,2.42,1,32,1,1,3,3.5,4.0,4,2,3,0,3,0,64.48,75.68,0.0,2,1,1,0,1
1417,4,1.67,3,1.67,0.5,1,32,0,0,4,3.0,3.0,3,3,3,0,3,0,51.13333333333333,58.29,0.0,1,1,1,1,0
1418,4,1.92,3,1.92,1.0,1,33,1,0,4,2.99,6.0,6,3,3,0,8,6,77.23333333333333,79.19,0.0,2,2,0,1,0
1419,4,6.42,4,5.5,2.0,1,46,1,2,4,2.98,23.0,23,8,8,9,5,0,85.47000000000001,69.31,2.0,1,1,1,1,0
1420,4,2.17,3,2.17,2.42,1,34,1,1,4,3.18,6.0,6,3,3,4,3,0,46.42,47.96,0.0,1,1,1,0,1
1421,4,2.42,3,2.42,2.5,1,35,1,0,4,3.12,5.0,5,2,2,0,0,0,65.63666666666667,68.52,0.0,2,1,1,1,0
1422,4,1.58,3,1.58,0.5,1,32,1,1,3,0.0,5.0,5,4,3,0,2,0,63.12000000000001,66.17,0.0,2,1,1,1,0
1423,4,1.42,3,1.42,0.17,1,33,0,0,4,3.2,4.0,4,2,3,0,6,0,48.50666666666667,42.28,0.0,1,1,1,0,1
1424,4,1.92,3,1.92,0.5,1,32,1,2,4,0.0,4.0,4,3,3,1,6,0,78.44666666666667,94.42,1.0,2,1,1,1,0
1425,4,1.83,3,1.83,2.5,1,36,1,2,3,2.91,6.0,6,3,3,0,5,4,78.73,88.18,1.0,2,2,1,1,0
1426,4,1.75,3,1.75,0.5,1,31,1,1,4,0.0,3.0,3,2,3,1,0,0,46.87333333333334,53.63,0.0,2,1,0,0,1
1427,4,1.42,3,1.42,1.75,0,28,0,0,4,0.0,4.0,4,2,2,1,4,0,23.97333333333333,28.65,0.0,1,1,1,0,1
1428,4,2.08,3,2.08,1.08,1,38,1,2,4,0.0,6.0,6,3,5,1,2,1,72.10333333333334,69.03,0.0,3,1,0,1,0
1429,4,1.42,3,1.42,0.42,1,31,1,0,4,0.0,3.0,3,2,3,0,3,0,28.895,44.79,0.0,2,1,1,0,1
1430,4,1.83,3,1.83,0.5,1,35,1,2,4,3.01,6.0,6,4,4,5,2,0,64.67666666666666,64.78,0.0,3,1,1,1,0
1431,4,1.25,3,1.25,0.5,1,30,1,2,3,0.0,5.0,5,5,3,0,2,2,64.75333333333333,67.03,0.0,2,1,1,1,0
1432,4,1.42,3,1.42,0.5,1,28,1,0,3,3.0,3.0,3,2,2,0,2,0,33.18666666666667,44.62,0.0,1,1,1,0,1
1433,4,1.5,3,1.5,0.5,1,34,1,1,3,0.0,6.0,6,3,3,0,3,2,67.64,77.39,0.0,2,2,1,0,1
1434,4,2.5,3,2.5,1.5,0,36,1,2,4,2.84,6.0,6,5,4,4,7,0,89.68333333333334,101.61,2.0,3,2,1,0,1
1435,4,1.75,3,1.75,0.0,1,31,0,0,4,3.19,6.0,6,3,3,0,0,1,80.96,85.54,1.0,2,1,1,1,0
1436,4,1.83,3,1.83,0.5,0,32,1,2,4,2.89,4.0,4,2,3,0,2,0,73.58333333333333,76.66,0.0,2,1,1,0,1
1437,4,1.83,3,1.83,0.42,1,30,1,0,4,3.21,3.0,3,3,4,0,6,0,50.19333333333334,63.45,0.0,2,1,1,0,1
1438,4,1.67,3,1.67,1.5,1,31,1,1,3,3.45,4.0,4,2,5,0,15,0,56.51333333333333,56.65,0.0,3,1,1,0,0
1439,4,1.17,3,1.17,1.5,1,32,1,0,4,3.0,4.0,4,4,2,3,10,0,66.48666666666666,69.42,0.0,2,1,1,1,0
1440,4,2.42,3,2.42,0.5,1,38,1,1,4,3.1,7.0,7,4,3,0,0,0,76.41333333333334,81.35,0.0,3,1,0,1,0
1441,4,1.5,3,1.5,0.5,1,38,1,1,4,2.82,6.0,6,4,2,0,3,0,55.42333333333333,59.01,0.0,2,1,1,0,1
1442,4,1.83,3,1.83,1.5,0,39,1,2,4,2.97,6.0,6,4,4,0,2,3,79.44333333333334,97.2,1.0,3,1,0,1,0
1443,4,1.5,3,1.5,1.42,1,31,1,0,3,2.9,5.0,5,3,4,0,0,0,44.78,44.26,0.0,2,1,0,1,0
1444,5,0.83,5,0.83,2.42,1,41,1,2,4,282.0,15.0,15,6,8,3,5,0,69.34666666666668,78.23,0.0,2,2,1,1,0
1445,4,8.0,4,4.5,1.5,1,39,1,3,4,3.3,13.0,14,8,5,6,3,6,65.74,69.06,0.0,2,1,1,1,0
1446,4,1.75,3,1.75,1.42,1,39,1,2,4,3.34,6.0,6,4,4,0,5,0,85.31333333333333,88.0,1.0,3,1,1,1,0
1447,4,2.83,3,2.83,0.5,1,36,1,1,3,3.0,5.0,5,3,2,0,3,0,52.13333333333333,57.04,0.0,2,1,1,0,1
1448,4,7.92,4,3.0,1.5,1,34,1,1,3,2.91,8.0,8,4,5,4,4,0,79.27333333333333,86.77,1.0,3,1,0,1,0
1449,4,1.83,3,1.83,0.5,1,39,1,2,3,3.08,6.0,6,4,4,5,3,0,85.16000000000003,90.49,2.0,3,1,1,1,0
1450,4,1.83,3,1.83,1.5,1,34,0,0,4,2.8,5.0,5,2,3,0,3,0,75.72666666666667,82.22,0.0,2,1,1,1,0
1451,4,1.83,3,1.83,0.5,1,34,1,1,4,3.52,4.0,4,3,2,0,3,1,87.87666666666668,86.0,3.0,3,1,1,1,0
1452,4,2.42,3,2.42,0.5,1,30,1,1,4,3.1,5.0,5,2,3,7,9,0,81.30333333333333,89.46,1.0,3,1,1,1,0
1453,5,0.75,5,0.75,1.5,0,40,1,2,4,2.94,13.0,13,9,9,1,4,0,85.35333333333334,91.13,2.0,3,1,1,1,0
1454,4,1.83,3,1.83,0.17,1,36,0,0,4,2.91,5.0,5,4,2,0,1,3,75.17666666666669,76.93,0.0,2,1,1,1,0
1455,4,2.75,3,2.75,1.5,0,30,0,0,4,3.16,5.0,5,3,3,0,2,4,72.40666666666667,77.54,0.0,2,1,1,1,0
1456,4,1.58,3,1.58,0.42,1,35,0,0,4,2.96,6.0,6,4,2,1,2,0,69.24333333333333,79.66,0.0,2,1,1,0,1
1457,4,2.0,3,2.0,1.5,1,31,1,1,4,3.03,4.0,4,3,5,0,5,0,104.28666666666668,109.47,3.0,3,3,1,1,0
1458,4,1.58,3,1.58,1.5,0,36,1,2,4,3.16,6.0,6,4,2,0,0,6,61.71333333333333,60.95,0.0,2,1,1,1,0
1459,4,1.5,3,1.5,1.5,0,35,1,1,3,2.93,6.0,6,3,2,0,5,0,66.67333333333333,64.82,0.0,2,1,1,0,1
1460,4,0.5,3,0.5,1.5,1,32,0,0,4,3.26,5.0,5,4,2,1,4,0,86.08666666666666,109.64,1.0,2,4,1,1,0
1461,4,8.0,4,4.5,0.5,1,42,1,1,4,2.97,15.0,15,10,7,0,2,0,108.95333333333332,107.63,3.0,3,3,0,1,0
1462,4,1.83,3,1.83,1.25,0,34,1,1,4,3.44,6.0,6,4,5,0,9,1,57.68,56.93,0.0,2,1,1,1,0
1463,4,2.67,3,2.67,1.25,1,33,1,1,4,3.34,6.0,6,4,3,0,5,0,112.10333333333334,113.31,3.0,3,4,1,1,0
1464,4,1.5,3,1.5,0.42,1,38,1,1,4,2.91,5.0,5,3,3,0,6,4,50.31,48.51,0.0,1,1,1,1,0
1465,4,2.58,3,2.58,0.58,1,35,1,2,4,3.43,5.0,5,3,2,0,3,0,96.76666666666664,97.09,3.0,2,4,0,1,0
1466,4,2.0,3,2.0,2.42,0,35,1,0,4,3.24,6.0,6,3,4,0,0,0,91.31,95.7,3.0,2,4,0,1,0
1467,5,8.0,6,3.5,0.25,1,54,1,3,1,0.0,29.0,29,12,8,1,1,0,100.23,93.31,3.0,2,4,0,1,0
1468,4,1.83,3,1.83,1.5,1,36,1,1,4,3.1,6.0,6,5,2,0,5,0,63.53,62.56,0.0,2,1,1,0,1
1469,4,1.75,3,1.75,0.5,1,35,0,0,4,3.04,5.0,5,7,4,0,5,0,94.53000000000002,98.43,3.0,2,4,0,1,0
1470,4,1.42,3,1.42,0.5,0,30,0,0,4,3.18,3.0,3,3,2,0,7,0,57.64000000000001,64.01,0.0,2,1,0,0,1
