,Best Performance,job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,gender,age,marital_status_maried(Y/N),number_of_dependences,Education_level,GPA,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3,Employee_type_A,Employee_type_B
2865,0,4,0.5,3,0.5,0.5,1,28,1,1,4,3.01,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2866,0,4,1.83,3,1.83,0.5,1,35,1,1,4,3.83,7.0,7,4,5,3,4,1,54.94666666666666,55.47,0.0,2.0,1.0,0.0,1,0
2867,1,4,1.83,3,1.83,1.5,1,40,1,0,4,2.87,6.0,6,4,2,2,0,0,68.32666666666667,76.19,0.0,2.0,1.0,1.0,1,0
2868,0,4,1.42,3,1.42,0.5,0,33,1,1,4,2.75,5.0,5,3,3,0,1,0,47.20666666666667,51.31,0.0,2.0,1.0,1.0,1,0
2869,0,4,0.92,3,0.92,0.92,0,30,1,1,4,3.15,1.0,1,1,2,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2870,0,4,8.0,4,4.5,0.5,1,36,1,2,3,3.05,8.0,8,5,4,0,3,0,80.41333333333334,100.67,1.0,2.0,3.0,1.0,1,0
2871,1,4,1.83,3,1.83,1.5,0,32,1,3,3,2.95,4.0,4,2,3,0,3,0,35.1,46.73,0.0,2.0,1.0,1.0,1,0
2872,0,4,1.08,3,1.08,0.5,1,29,0,0,4,3.02,1.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2873,0,4,0.92,3,0.92,0.92,0,27,0,0,4,3.1773,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2874,0,5,8.0,6,5.5,0.5,1,43,1,3,3,3.15,19.0,19,10,7,9,0,0,63.57666666666666,73.8,0.0,2.0,1.0,0.0,1,0
2875,0,4,1.83,3,1.83,0.5,0,37,1,2,4,2.95,6.0,6,3,3,0,6,0,64.51,80.69,0.0,2.0,1.0,1.0,1,0
2876,1,4,1.83,3,1.83,1.5,1,33,1,2,3,2.99,6.0,6,3,2,3,3,0,62.59666666666666,79.47,0.0,2.0,2.0,1.0,1,0
2877,0,4,1.83,3,1.83,0.5,1,34,1,1,3,2.74,6.0,6,4,4,5,3,1,87.08666666666666,93.29,2.0,2.0,4.0,1.0,1,0
2878,0,4,1.83,3,1.83,1.5,1,32,1,2,4,3.1773,3.0,3,2,2,0,3,0,57.68666666666667,69.85,0.0,2.0,2.0,1.0,1,0
2879,0,4,1.42,3,1.42,1.5,1,32,1,1,4,3.1773,3.0,3,2,2,0,4,0,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2880,0,4,1.83,3,1.83,1.5,0,32,1,1,3,3.15,6.0,6,4,3,0,6,1,62.09333333333333,78.39,0.0,2.0,2.0,1.0,1,0
2881,0,4,1.5,3,1.5,0.5,1,29,1,1,4,3.61,3.0,3,2,3,0,2,0,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2882,0,5,1.42,5,1.42,0.5,1,40,1,0,4,3.3,15.0,15,8,9,7,4,0,65.16666666666667,78.01,0.0,3.0,2.0,0.0,1,0
2883,0,4,1.83,3,1.83,0.5,1,35,1,2,4,3.1773,7.0,7,4,5,3,11,0,85.02666666666667,80.71,2.0,3.0,1.0,0.0,1,0
2884,0,4,1.5,3,1.5,1.5,1,33,1,1,3,3.1773,5.0,5,3,3,0,4,0,46.80333333333334,69.35,0.0,2.0,2.0,1.0,1,0
2885,0,4,1.83,3,1.83,1.5,1,32,1,1,4,3.26,5.0,5,4,3,0,2,0,47.95,45.98,0.0,2.0,1.0,0.0,1,0
2886,0,4,1.5,3,1.5,0.5,1,29,1,1,4,3.1773,3.0,3,3,4,1,3,0,39.11,39.11,0.0,2.0,1.0,1.0,1,0
2887,0,4,1.5,3,1.5,0.5,1,34,1,1,4,3.1773,3.0,3,2,3,0,5,0,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2888,0,4,0.92,3,0.92,0.92,1,30,1,2,4,3.2,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2889,0,4,1.83,3,1.83,2.42,1,32,1,1,4,3.06,6.0,6,3,2,5,4,0,61.13,62.06,0.0,3.0,1.0,0.0,1,0
2890,0,4,1.42,3,1.42,1.5,1,34,0,0,4,3.1773,3.0,3,2,2,0,2,0,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2891,0,4,0.83,3,0.83,0.5,1,28,1,1,4,3.22,1.0,1,2,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2892,0,4,6.17,4,3.0,0.5,1,43,1,3,4,2.83,16.0,17,11,7,1,3,6,73.22666666666667,88.05,1.0,2.0,2.0,1.0,1,0
2893,0,4,1.17,3,1.17,0.5,1,30,1,1,4,3.1773,1.0,1,2,3,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2894,0,4,1.83,3,1.83,0.5,1,33,1,0,3,3.25,6.0,6,3,3,0,2,2,76.88,85.01,1.0,2.0,1.0,1.0,1,0
2895,0,4,1.42,3,1.42,1.5,0,32,0,0,4,3.22,4.0,4,2,2,0,10,6,57.22666666666667,55.71,0.0,2.0,1.0,0.0,1,0
2896,0,4,1.5,3,1.5,0.5,1,30,1,0,4,3.1773,3.0,3,2,3,0,1,1,13.0,13.0,0.0,1.0,1.0,1.0,0,1
2897,0,4,0.92,3,0.92,0.92,1,28,0,0,4,3.0,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2898,0,4,5.83,4,2.5,0.5,0,41,1,2,4,3.11,15.0,16,7,8,6,1,0,89.70333333333332,90.47,3.0,2.0,2.0,1.0,1,0
2899,0,4,1.83,3,1.83,1.5,1,33,1,2,4,3.02,4.0,4,2,3,0,5,1,28.58666666666667,47.74,0.0,1.0,1.0,1.0,1,0
2900,0,4,1.17,3,1.17,1.42,1,30,0,0,4,2.95,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2901,0,4,0.58,3,0.58,0.58,1,30,0,0,4,3.14,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2902,0,4,8.0,4,4.5,1.5,1,40,1,2,4,3.2,15.0,15,9,8,6,0,0,89.27666666666666,104.07,2.0,3.0,3.0,1.0,1,0
2903,0,4,1.83,3,1.83,0.5,0,34,1,2,4,3.01,6.0,6,5,4,1,4,0,59.95333333333334,63.24,0.0,3.0,1.0,0.0,1,0
2904,1,4,1.42,3,1.42,1.5,0,31,1,1,4,3.1773,4.0,4,2,2,0,4,1,65.51333333333332,75.77,0.0,2.0,1.0,1.0,1,0
2905,0,4,1.5,3,1.5,0.5,1,30,1,1,4,3.28,3.0,3,2,3,0,3,0,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2906,0,4,0.5,3,0.5,0.5,0,30,1,1,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2907,0,4,1.83,3,1.83,1.5,1,38,1,1,4,3.23,7.0,7,4,3,5,2,0,89.77333333333333,101.12,2.0,3.0,2.0,1.0,1,0
2908,0,4,1.17,3,1.17,0.5,0,31,1,1,4,3.1773,1.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2909,0,4,0.5,3,0.5,0.5,1,28,0,0,4,3.13,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2910,0,5,1.42,5,1.42,3.5,0,40,1,2,4,3.19,14.0,15,8,8,5,4,6,71.98333333333333,79.24,0.0,2.0,1.0,1.0,0,0
2911,0,4,7.42,4,3.5,1.5,1,36,1,3,4,3.1773,7.0,7,4,3,1,0,1,80.44666666666666,88.7,1.0,2.0,2.0,1.0,1,0
2912,1,4,1.83,3,1.83,0.5,0,36,1,2,4,3.1773,7.0,7,4,3,0,6,5,72.8433333333333,77.78,0.0,2.0,1.0,0.0,1,0
2913,0,4,0.92,3,0.92,0.92,0,28,1,1,4,3.1773,1.0,1,1,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2914,0,4,1.83,3,1.83,1.5,1,32,0,0,4,3.1773,3.0,3,2,2,0,3,2,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2915,0,4,1.17,3,1.17,0.5,1,29,0,0,4,3.46,1.0,1,2,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2916,0,4,7.42,4,3.5,0.5,1,37,1,1,4,3.01,7.0,7,6,4,0,0,0,88.43333333333332,96.1,2.0,2.0,2.0,1.0,1,0
2917,0,4,1.5,3,1.5,1.5,1,30,0,0,4,3.1773,3.0,3,2,3,0,2,0,20.0,20.0,0.0,1.0,1.0,0.0,1,0
2918,0,4,1.83,3,1.83,1.5,1,34,1,2,3,3.07,6.0,6,3,2,5,2,0,62.34666666666666,69.37,0.0,2.0,1.0,0.0,1,0
2919,1,4,1.5,3,1.5,1.5,1,32,0,0,4,2.98,3.0,3,2,2,0,2,0,53.01,65.03,0.0,2.0,1.0,1.0,1,0
2920,0,4,1.42,3,1.42,1.5,1,30,1,1,4,3.01,3.0,3,2,2,0,4,1,20.0,20.0,0.0,1.0,1.0,0.0,0,1
2921,0,4,0.92,3,0.92,0.5,1,31,0,0,4,2.93,1.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2922,1,4,1.83,3,1.83,1.17,1,30,1,1,4,3.1773,3.0,3,2,3,0,3,0,74.18,74.18,0.0,2.0,1.0,1.0,1,0
2923,0,4,1.83,3,1.83,1.5,1,30,1,1,4,3.1773,3.0,3,2,3,0,3,0,64.70333333333333,70.38,0.0,2.0,1.0,1.0,1,0
2924,1,4,1.17,3,1.17,0.5,1,29,1,1,4,3.1773,1.0,1,2,3,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2925,0,5,1.92,5,1.92,0.5,1,44,1,2,4,3.07,15.0,19,8,8,2,3,0,88.34000000000002,96.59,2.0,2.0,2.0,1.0,1,0
2926,0,4,5.92,4,2.5,1.5,1,39,1,3,4,3.15,13.0,14,6,5,0,0,1,93.94,92.92,3.0,2.0,2.0,0.0,1,0
2927,0,4,1.83,3,1.83,1.5,1,34,1,2,4,2.99,6.0,6,3,4,0,3,2,67.77333333333333,77.97,0.0,2.0,2.0,1.0,1,0
2928,0,4,0.83,3,0.83,0.83,1,29,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2929,0,5,8.0,6,8.0,1.5,1,54,1,3,4,2.43,29.0,29,10,7,0,3,0,87.88333333333333,87.9,3.0,3.0,2.0,0.0,1,0
2930,1,5,8.0,6,5.5,1.5,1,41,1,2,4,3.18,16.0,18,7,7,1,3,4,96.25333333333332,100.62,3.0,3.0,2.0,1.0,1,0
2931,0,4,1.83,3,1.83,0.5,1,34,1,2,4,3.1773,3.0,3,2,3,0,3,11,57.48,57.48,0.0,2.0,1.0,1.0,0,1
2932,0,4,1.75,3,1.75,1.5,1,34,1,1,4,3.1773,2.0,2,2,2,0,2,0,74.53,74.53,0.0,2.0,1.0,1.0,0,1
2933,0,4,2.58,3,2.58,1.5,1,38,1,1,4,3.84,6.0,6,3,4,4,3,0,98.11666666666667,103.53,3.0,3.0,2.0,1.0,1,0
2934,0,5,1.92,5,1.92,1.83,1,39,1,3,4,3.27,13.0,14,8,8,5,3,0,94.48,95.76,3.0,3.0,1.0,1.0,1,0
2935,0,4,1.83,3,1.83,1.5,1,35,1,2,4,3.05,6.0,6,3,5,0,5,3,109.74666666666668,105.95,3.0,2.0,3.0,0.0,1,0
2936,0,4,1.83,3,1.83,0.5,1,33,1,2,4,3.1773,3.0,3,2,3,0,3,2,81.41,81.41,0.0,2.0,2.0,1.0,0,1
2937,1,4,1.17,3,1.17,0.5,1,29,0,0,4,3.1773,1.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2938,1,4,1.83,3,1.83,1.5,1,32,1,1,4,3.1773,4.0,4,2,3,0,5,26,66.91000000000001,69.34,0.0,3.0,2.0,1.0,1,0
2939,0,4,1.83,3,1.83,1.5,1,33,1,0,4,3.1773,4.0,4,2,2,0,6,1,50.56666666666666,70.85,0.0,3.0,1.0,0.0,1,0
2940,1,4,1.5,3,1.5,0.5,1,29,1,2,4,3.1773,2.0,2,2,3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2941,0,4,0.5,3,0.5,0.5,1,23,1,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2942,0,4,8.0,4,4.5,1.5,1,44,1,2,4,3.11,16.0,17,11,8,1,3,0,77.89666666666666,82.96,0.0,2.0,1.0,0.0,1,0
2943,0,4,1.83,3,1.83,1.5,0,32,1,2,4,3.0,6.0,6,3,4,0,3,0,97.43333333333334,99.79,3.0,3.0,2.0,1.0,1,0
2944,0,4,1.67,3,1.67,1.5,1,36,1,0,4,2.68,6.0,6,3,2,0,4,14,60.29333333333333,72.67,0.0,2.0,1.0,0.0,0,1
2945,0,4,1.83,3,1.83,0.5,1,33,1,2,4,3.1,5.0,5,3,4,0,3,0,79.30666666666666,89.84,1.0,3.0,1.0,0.0,1,0
2946,0,4,1.83,3,1.83,0.5,1,35,1,1,4,3.1773,3.0,3,2,3,0,8,6,80.82,80.82,0.0,2.0,2.0,1.0,0,1
2947,0,4,2.58,3,2.58,1.5,1,32,1,2,4,3.37,6.0,6,3,3,0,6,0,101.21666666666664,106.41,3.0,3.0,2.0,1.0,1,0
2948,0,4,1.83,3,1.83,1.5,1,31,1,1,4,3.1773,4.0,4,3,3,0,3,0,72.17333333333333,84.11,0.0,2.0,3.0,1.0,1,0
2949,0,4,1.08,3,1.08,1.17,1,31,1,1,4,3.1773,1.0,1,1,2,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2950,0,5,8.0,6,5.5,1.67,1,47,1,2,4,3.05,17.0,19,10,5,0,0,3,70.24666666666667,73.86,0.0,2.0,1.0,0.0,1,0
2951,0,4,1.83,3,1.83,1.5,1,35,1,2,4,1.75,6.0,6,2,3,0,6,2,109.56666666666666,109.93,3.0,2.0,4.0,0.0,1,0
2952,0,4,0.83,3,0.83,0.83,1,34,1,2,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2953,1,5,1.42,5,1.42,1.5,1,39,1,2,4,3.12,7.0,7,5,3,0,0,1,109.39,110.0,3.0,3.0,3.0,1.0,1,0
2954,0,4,1.83,3,1.83,0.5,0,33,1,1,3,3.01,5.0,5,3,3,0,4,0,76.46666666666665,84.44,0.0,3.0,1.0,0.0,1,0
2955,0,4,1.83,3,1.83,1.5,1,34,1,1,4,3.1773,3.0,3,2,2,0,1,3,80.71999999999998,90.09,1.0,2.0,2.0,1.0,0,1
2956,0,4,2.17,3,2.17,0.5,1,38,1,3,4,2.83,7.0,7,4,4,0,1,4,76.24666666666667,85.43,1.0,3.0,1.0,1.0,1,0
2957,1,4,1.83,3,1.83,2.08,1,40,1,2,4,3.53,7.0,7,4,3,0,2,0,68.84666666666668,60.88,0.0,2.0,1.0,1.0,1,0
2958,0,4,1.83,3,1.83,0.5,1,32,1,0,4,3.1773,3.0,3,2,3,0,4,0,53.91,53.91,0.0,1.0,1.0,1.0,0,1
2959,1,4,1.17,3,1.17,0.5,1,28,1,1,4,3.1773,1.0,1,2,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2960,0,4,1.67,3,1.67,1.5,1,43,1,1,4,2.82,6.0,6,4,3,0,6,1,73.06,84.58,0.0,2.0,2.0,1.0,1,0
2961,0,4,2.17,3,2.17,1.5,1,35,1,2,4,3.38,6.0,6,3,3,0,3,0,112.87,116.63,3.0,3.0,3.0,0.0,1,0
2962,0,4,1.83,3,1.83,0.5,1,30,1,1,4,3.1773,4.0,4,3,4,0,3,2,70.75333333333333,79.81,0.0,4.0,1.0,1.0,1,0
2963,0,4,0.5,3,0.5,0.5,1,30,1,1,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2964,0,4,2.17,3,2.17,1.5,1,36,1,1,4,3.16,6.0,6,3,4,0,3,0,95.41666666666669,99.07,3.0,3.0,2.0,1.0,1,0
2965,0,4,1.83,3,1.83,1.5,1,32,1,1,4,3.1773,4.0,4,2,3,0,3,0,117.63666666666666,122.16,3.0,3.0,3.0,1.0,1,0
2966,0,4,1.83,3,1.83,0.5,1,33,0,0,4,3.1773,3.0,3,2,3,0,0,0,45.44,45.44,0.0,1.0,1.0,1.0,0,1
2967,0,4,1.08,3,1.08,1.17,1,31,1,1,4,3.1773,1.0,1,1,2,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2968,0,5,8.0,6,6.0,1.92,1,56,1,4,1,3.1773,31.0,31,11,6,0,0,0,69.65666666666665,73.99,0.0,2.0,1.0,1.0,1,0
2969,0,4,8.0,4,2.0,1.5,1,38,1,2,3,3.01,8.0,8,4,4,0,3,1,91.44,94.4,3.0,2.0,2.0,0.0,1,0
2970,0,4,0.83,3,0.83,0.83,1,33,1,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2971,1,4,1.83,3,1.83,1.5,1,34,1,1,4,3.12,6.0,6,3,3,0,6,0,86.43333333333334,98.34,1.0,3.0,2.0,1.0,1,0
2972,0,4,1.83,3,1.83,2.33,1,30,1,2,4,3.1773,4.0,4,2,3,0,4,0,43.28,60.96,0.0,2.0,1.0,0.0,1,0
2973,0,4,0.5,3,0.5,0.5,1,28,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2974,0,5,0.25,5,0.25,1.5,0,42,1,2,3,3.49,16.0,17,8,7,0,3,3,105.21666666666664,113.35,3.0,3.0,3.0,1.0,1,0
2975,1,5,0.92,5,0.92,0.5,1,39,1,3,4,3.54,13.0,14,10,8,0,3,2,67.74,75.05,0.0,3.0,2.0,0.0,1,0
2976,0,4,1.83,3,1.83,1.83,1,36,1,1,4,3.1773,4.0,4,2,2,0,3,0,70.10000000000001,62.62,0.0,1.0,1.0,1.0,1,0
2977,0,4,1.5,3,1.5,1.5,1,33,0,0,4,3.1773,3.0,3,2,2,0,2,0,15.04,15.04,0.0,1.0,1.0,1.0,0,1
2978,0,5,1.92,5,1.92,1.5,1,42,1,3,4,3.11,15.0,15,9,8,0,3,0,91.90333333333332,92.85,3.0,3.0,2.0,1.0,1,0
2979,0,4,1.83,3,1.83,1.5,0,34,1,1,4,3.43,7.0,7,3,2,0,3,0,87.41333333333334,92.6,2.0,3.0,2.0,1.0,1,0
2980,0,4,1.83,3,1.83,1.83,1,34,1,1,4,3.1773,4.0,4,2,2,0,3,0,66.63,53.68,0.0,1.0,1.0,1.0,1,0
2981,0,4,1.83,3,1.83,0.5,1,30,1,0,4,3.1773,3.0,3,2,3,0,3,0,77.75,77.75,0.0,2.0,1.0,1.0,0,1
2982,0,4,0.5,3,0.5,0.5,0,29,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2983,0,4,1.83,3,1.83,1.5,1,34,1,1,4,3.1773,4.0,4,3,3,0,7,3,85.22666666666667,89.87,2.0,2.0,2.0,1.0,1,0
2984,0,4,0.5,3,0.5,0.5,1,27,1,1,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2985,1,4,1.83,3,1.83,1.5,1,35,1,1,4,2.82,6.0,6,2,3,0,3,6,103.17,102.64,3.0,3.0,2.0,0.0,1,0
2986,0,4,2.58,3,2.58,0.5,1,33,1,1,4,3.21,6.0,6,3,4,1,1,0,116.05666666666669,114.18,3.0,3.0,3.0,0.0,1,0
2987,0,4,1.83,3,1.83,1.5,0,32,1,1,4,3.1773,4.0,4,2,3,0,2,6,75.24,85.03,1.0,2.0,1.0,1.0,1,0
2988,0,4,1.83,3,1.83,1.5,1,32,1,0,4,3.1773,3.0,3,2,2,0,3,2,71.41,71.41,0.0,2.0,2.0,1.0,0,1
2989,0,4,1.83,3,1.83,0.5,1,32,1,1,4,3.1773,3.0,3,2,3,0,3,0,73.4,73.4,0.0,2.0,1.0,1.0,0,1
2990,0,4,0.5,3,0.5,0.5,1,26,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2991,0,5,1.92,5,1.92,0.5,1,40,1,1,4,3.41,15.0,15,10,9,0,5,0,87.08666666666666,89.73,2.0,3.0,2.0,1.0,1,0
2992,0,4,2.0,3,2.0,2.08,1,36,1,2,3,3.59,6.0,6,2,3,3,3,0,11.11,20.0,0.0,1.0,1.0,0.0,1,0
2993,0,4,1.5,3,1.5,0.0,1,30,1,1,4,3.1773,4.0,4,3,4,0,1,0,58.08666666666666,68.3,0.0,2.0,1.0,0.0,1,0
2994,0,4,1.67,3,1.67,0.5,1,29,1,1,4,3.1773,2.0,2,2,3,0,4,0,86.03,86.03,1.0,2.0,2.0,1.0,0,1
2995,1,4,1.08,3,1.08,1.17,1,30,1,1,4,3.1773,1.0,1,1,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2996,0,4,0.5,3,0.5,0.5,1,30,1,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
2997,0,5,0.83,5,0.83,0.5,1,42,1,2,3,3.23,15.0,16,9,9,0,4,0,73.85333333333334,84.88,0.0,3.0,1.0,0.0,1,0
2998,0,4,1.83,3,1.83,1.5,1,36,1,2,4,2.82,5.0,5,2,2,0,3,0,85.04333333333334,88.49,2.0,2.0,1.0,1.0,1,0
2999,0,4,1.5,3,1.5,0.5,1,29,1,1,4,3.1773,2.0,2,2,3,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3000,0,5,1.67,5,1.67,0.5,1,43,1,2,4,3.08,16.0,17,8,6,1,4,0,75.89666666666666,87.93,1.0,2.0,2.0,1.0,1,0
3001,0,4,1.25,3,1.25,1.92,1,35,1,2,4,3.17,5.0,5,2,3,0,3,1,63.21666666666667,58.26,0.0,2.0,1.0,0.0,1,0
3002,0,4,1.83,3,1.83,0.5,1,32,1,1,4,3.1773,3.0,3,2,3,0,3,1,61.25,61.25,0.0,2.0,1.0,1.0,0,1
3003,0,4,1.83,3,1.83,3.25,1,36,1,2,4,3.1773,4.0,4,2,2,0,3,0,101.04,104.64,3.0,2.0,4.0,1.0,1,0
3004,1,4,1.58,3,1.58,1.5,1,38,0,0,4,3.1773,3.0,3,2,3,0,10,1,32.79,48.06,0.0,2.0,1.0,0.0,1,0
3005,0,4,0.58,3,0.58,0.58,1,30,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3006,0,4,1.75,3,1.75,0.5,1,36,1,3,4,3.15,6.0,6,3,4,1,9,0,69.07000000000001,68.31,0.0,3.0,1.0,0.0,1,0
3007,0,4,1.58,3,1.58,1.5,1,33,1,1,4,3.1773,2.0,2,2,2,0,4,0,13.06,13.06,0.0,1.0,1.0,1.0,0,1
3008,0,5,2.33,6,1.0,4.5,1,38,1,1,4,3.03,13.0,14,8,5,3,2,0,97.39333333333332,100.14,3.0,4.0,2.0,0.0,1,0
3009,0,4,1.25,3,1.25,1.5,1,31,1,0,3,3.1773,2.0,2,2,2,0,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3010,0,4,1.83,3,1.83,0.5,1,36,1,1,4,3.25,7.0,7,4,2,1,7,0,90.21,95.31,2.0,4.0,1.0,1.0,1,0
3011,0,4,1.83,3,1.83,4.0,1,33,1,1,3,3.04,6.0,6,2,3,2,12,0,69.12333333333333,71.06,0.0,2.0,1.0,1.0,0,0
3012,0,4,1.83,3,1.83,3.25,1,31,1,1,0,3.1773,4.0,4,2,3,0,3,0,65.52666666666666,66.33,0.0,2.0,1.0,1.0,1,0
3013,0,4,0.5,3,0.5,0.5,0,33,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3014,0,4,1.58,3,1.58,3.25,1,36,1,1,4,2.66,7.0,7,4,5,0,2,2,102.58333333333331,101.75,3.0,2.0,3.0,1.0,0,0
3015,0,4,1.58,3,1.58,4.0,1,38,1,2,4,2.97,6.0,6,3,3,0,7,4,91.6,100.93,3.0,3.0,2.0,0.0,1,0
3016,1,4,1.75,3,1.75,0.5,1,32,1,1,4,3.1773,4.0,4,3,2,0,6,0,82.23,85.74,1.0,2.0,4.0,1.0,0,1
3017,0,4,1.83,3,1.83,1.5,1,35,1,2,4,3.1773,4.0,4,3,3,0,7,0,88.08999999999997,89.46,2.0,2.0,2.0,1.0,1,0
3018,0,4,0.5,3,0.5,0.5,1,28,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3019,0,4,1.75,3,1.75,0.5,1,33,1,1,4,3.74,5.0,5,3,2,0,5,2,72.82666666666667,77.56,0.0,2.0,1.0,1.0,1,0
3020,1,4,1.58,3,1.58,1.5,1,31,1,0,4,3.1773,2.0,2,2,2,0,8,1,64.99,64.99,0.0,2.0,1.0,1.0,0,1
3021,0,4,2.75,3,2.75,0.5,0,35,1,2,4,2.9,7.0,7,5,4,1,5,5,77.41333333333334,80.45,0.0,2.0,1.0,1.0,0,0
3022,0,4,1.83,3,1.83,0.5,1,35,1,2,4,3.0,6.0,6,4,3,2,6,0,70.98,66.9,0.0,3.0,1.0,0.0,1,0
3023,1,4,1.83,3,1.83,1.5,1,33,1,1,4,3.1773,4.0,4,3,3,0,6,0,44.526666666666664,55.42,0.0,2.0,1.0,0.0,1,0
3024,0,4,1.58,3,1.58,1.5,1,33,1,0,4,3.1773,3.0,3,2,3,1,10,1,52.28666666666667,58.14,0.0,2.0,1.0,0.0,1,0
3025,0,4,1.25,3,1.25,1.92,1,29,1,0,4,3.1773,2.0,2,1,2,0,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3026,0,4,0.5,3,0.5,0.5,1,27,0,0,4,3.1773,1.0,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1
3027,0,4,1.83,3,1.83,0.5,0,35,1,2,3,3.36,6.0,6,3,4,3,5,6,79.92666666666669,83.79,0.0,3.0,1.0,1.0,1,0
3028,0,4,1.83,3,1.83,1.5,1,32,1,1,3,3.23,6.0,6,3,3,11,2,4,81.68666666666667,77.44,1.0,2.0,2.0,0.0,1,0
3029,0,4,1.83,3,1.83,0.5,1,32,1,1,4,3.03,4.0,4,2,4,2,3,1,75.52,82.8,0.0,4.0,1.0,0.0,1,0
3030,0,4,1.42,3,1.42,2.5,1,30,1,1,4,3.76,3.0,3,1,2,1,0,0,13.0,13.0,0.0,1.0,1.0,1.0,0,1
3031,0,4,1.5,3,1.5,0.5,1,31,0,0,4,3.59,4.0,4,2,3,0,0,4,60.52333333333333,61.06,0.0,1.0,1.0,1.0,0,1
3032,1,4,1.67,3,1.67,2.5,1,32,0,0,4,3.1773,3.0,3,1,2,0,4,2,59.15,63.32,0.0,2.0,1.0,1.0,1,0
3033,0,4,1.17,3,1.17,1.42,1,28,1,1,4,3.19,1.0,1,1,2,2,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1
